"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","TD","Sl_no"
"5700",58,"admin.","single","university.degree","no","no","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",5700
"10886",23,"blue-collar","married","professional.course","unknown","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no",10886
"28832",56,"admin.","married","basic.9y","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes",28832
"37200",35,"admin.","single","university.degree","no","yes","no","telephone","aug","thu",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"yes",37200
"25409",37,"entrepreneur","married","university.degree","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"yes",25409
"41161",33,"admin.","married","university.degree","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-1.1,94.767,-50.8,1.035,4963.6,"yes",41161
"20231",46,"admin.","married","university.degree","unknown","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",20231
"39684",29,"student","single","university.degree","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,93.876,-40,0.685,5008.7,"yes",39684
"33854",33,"services","single","high.school","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no",33854
"20716",44,"admin.","married","university.degree","unknown","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",20716
"38532",32,"admin.","single","university.degree","no","no","no","cellular","oct","wed",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"yes",38532
"17464",38,"admin.","divorced","university.degree","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",17464
"38114",44,"technician","married","professional.course","no","yes","no","cellular","sep","tue",1,4,1,"success",-3.4,92.379,-29.8,0.755,5017.5,"yes",38114
"27734",24,"services","single","unknown","no","yes","no","cellular","mar","tue",13,999,0,"nonexistent",-1.8,92.843,-50,1.799,5099.1,"yes",27734
"12969",27,"admin.","single","high.school","no","yes","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",12969
"14813",49,"blue-collar","divorced","unknown","unknown","yes","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",14813
"34312",23,"admin.","single","high.school","no","yes","no","cellular","may","thu",1,6,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"no",34312
"28243",41,"blue-collar","married","basic.9y","no","no","no","cellular","apr","tue",1,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,"no",28243
"10818",51,"technician","married","high.school","no","no","yes","telephone","jun","wed",6,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no",10818
"39504",47,"admin.","married","high.school","no","yes","no","cellular","apr","fri",1,999,1,"failure",-1.8,93.749,-34.6,0.645,5008.7,"yes",39504
"40226",52,"admin.","married","university.degree","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.884,4991.6,"yes",40226
"4591",29,"admin.","single","high.school","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",4591
"25481",47,"admin.","married","basic.9y","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no",25481
"4686",37,"technician","married","university.degree","no","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",4686
"21633",31,"admin.","married","university.degree","no","no","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",21633
"38494",29,"services","married","high.school","no","no","no","cellular","oct","tue",1,999,1,"failure",-3.4,92.431,-26.9,0.728,5017.5,"yes",38494
"16561",30,"blue-collar","married","basic.6y","no","no","yes","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",16561
"22175",42,"technician","married","university.degree","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",22175
"18891",44,"services","married","professional.course","no","no","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no",18891
"2105",41,"admin.","single","unknown","no","yes","yes","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",2105
"11921",51,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",11921
"32882",46,"management","married","basic.6y","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",32882
"17313",28,"blue-collar","single","basic.9y","no","no","no","cellular","jul","fri",9,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",17313
"28472",24,"services","single","high.school","no","yes","no","cellular","apr","tue",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",28472
"20580",33,"technician","married","professional.course","no","yes","no","cellular","aug","tue",10,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes",20580
"33556",47,"blue-collar","divorced","basic.4y","unknown","no","no","cellular","may","tue",3,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",33556
"24822",35,"unemployed","single","basic.6y","unknown","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",24822
"26304",29,"technician","single","university.degree","no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",26304
"36585",51,"unemployed","married","basic.6y","no","yes","no","cellular","jun","thu",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes",36585
"39932",38,"technician","single","university.degree","no","yes","yes","cellular","jun","thu",1,999,0,"nonexistent",-1.7,94.055,-39.8,0.742,4991.6,"no",39932
"11372",52,"blue-collar","married","basic.9y","no","yes","yes","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",11372
"19339",29,"technician","single","university.degree","no","yes","yes","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no",19339
"22421",33,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",22421
"23935",40,"self-employed","married","university.degree","no","no","no","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",23935
"39662",39,"services","married","high.school","no","yes","no","cellular","may","thu",2,6,3,"success",-1.8,93.876,-40,0.683,5008.7,"yes",39662
"28666",27,"blue-collar","single","basic.4y","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no",28666
"3775",35,"student","single","high.school","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes",3775
"13472",30,"services","single","high.school","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",13472
"37789",63,"housemaid","married","basic.4y","no","no","no","cellular","aug","tue",1,999,1,"failure",-2.9,92.201,-31.4,0.838,5076.2,"yes",37789
"33592",38,"admin.","divorced","university.degree","no","no","no","cellular","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",33592
"33693",30,"blue-collar","single","basic.9y","no","yes","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no",33693
"14721",53,"blue-collar","divorced","unknown","no","yes","no","telephone","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",14721
"22589",32,"technician","single","professional.course","unknown","unknown","unknown","cellular","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",22589
"33399",39,"technician","single","professional.course","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",33399
"39705",58,"management","married","university.degree","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,93.876,-40,0.692,5008.7,"yes",39705
"14109",43,"admin.","divorced","high.school","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",14109
"28840",30,"blue-collar","married","basic.9y","no","yes","no","telephone","apr","thu",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes",28840
"35018",30,"entrepreneur","married","high.school","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes",35018
"37589",31,"entrepreneur","single","university.degree","no","yes","no","cellular","aug","fri",3,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"yes",37589
"23858",33,"admin.","married","university.degree","unknown","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",23858
"18185",31,"blue-collar","married","professional.course","no","yes","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",18185
"40595",60,"retired","married","university.degree","no","no","no","cellular","sep","thu",2,999,0,"nonexistent",-1.1,94.199,-37.5,0.884,4963.6,"yes",40595
"38075",70,"admin.","married","basic.4y","no","no","no","cellular","sep","tue",1,999,2,"failure",-3.4,92.379,-29.8,0.77,5017.5,"yes",38075
"21505",29,"technician","married","university.degree","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",21505
"25953",36,"admin.","single","university.degree","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes",25953
"20704",57,"admin.","married","university.degree","no","no","no","cellular","aug","wed",6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",20704
"39219",34,"admin.","single","high.school","no","no","no","cellular","mar","tue",1,6,2,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes",39219
"25099",40,"blue-collar","divorced","basic.9y","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",25099
"27752",38,"technician","married","professional.course","no","no","yes","cellular","mar","thu",1,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"yes",27752
"33218",59,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",33218
"5036",53,"unemployed","married","basic.4y","unknown","yes","no","telephone","may","wed",10,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",5036
"3911",38,"admin.","divorced","high.school","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no",3911
"40359",21,"student","single","high.school","no","yes","no","cellular","aug","tue",3,9,2,"success",-1.7,94.027,-38.3,0.899,4991.6,"yes",40359
"36529",38,"admin.","divorced","high.school","no","yes","no","cellular","jun","wed",1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"no",36529
"30351",41,"technician","divorced","professional.course","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30351
"31908",36,"admin.","married","professional.course","no","no","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",31908
"38730",63,"management","married","basic.4y","unknown","yes","no","cellular","nov","tue",4,999,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"yes",38730
"31510",52,"blue-collar","married","basic.4y","no","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes",31510
"38997",49,"housemaid","single","university.degree","no","yes","no","cellular","dec","mon",2,6,1,"success",-3,92.713,-33,0.717,5023.5,"yes",38997
"30862",34,"admin.","married","high.school","no","no","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no",30862
"23530",31,"admin.","married","university.degree","no","no","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no",23530
"26667",51,"management","divorced","high.school","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",26667
"30120",47,"services","married","high.school","no","yes","no","cellular","apr","wed",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.372,5099.1,"yes",30120
"23499",57,"management","married","university.degree","no","yes","no","cellular","aug","thu",11,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no",23499
"14599",26,"technician","divorced","professional.course","no","no","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",14599
"119",56,"admin.","married","unknown","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",119
"12094",45,"technician","single","professional.course","unknown","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no",12094
"18746",43,"admin.","married","professional.course","unknown","yes","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",18746
"21308",47,"admin.","married","university.degree","no","no","no","cellular","aug","mon",6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",21308
"39973",34,"unemployed","single","university.degree","no","no","no","cellular","jun","tue",1,999,0,"nonexistent",-1.7,94.055,-39.8,0.761,4991.6,"yes",39973
"18932",39,"technician","single","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no",18932
"30108",34,"unknown","married","basic.4y","no","no","no","telephone","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099.1,"no",30108
"28351",38,"services","single","high.school","no","yes","no","cellular","apr","wed",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"yes",28351
"28800",46,"self-employed","divorced","basic.9y","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no",28800
"37101",30,"student","single","university.degree","no","no","no","cellular","jul","tue",2,13,2,"failure",-2.9,92.469,-33.6,0.908,5076.2,"yes",37101
"2891",29,"technician","married","professional.course","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",2891
"31764",37,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",31764
"12920",36,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",12920
"39139",30,"technician","married","professional.course","no","yes","no","cellular","mar","tue",1,999,0,"nonexistent",-1.8,93.369,-34.8,0.655,5008.7,"yes",39139
"40889",62,"blue-collar","married","unknown","no","no","no","cellular","oct","fri",3,999,0,"nonexistent",-1.1,94.601,-49.5,0.972,4963.6,"no",40889
"37784",66,"retired","married","basic.4y","unknown","yes","no","cellular","aug","tue",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,"yes",37784
"39195",41,"admin.","divorced","university.degree","no","no","no","cellular","mar","fri",1,999,0,"nonexistent",-1.8,93.369,-34.8,0.653,5008.7,"yes",39195
"40079",72,"retired","married","basic.4y","no","no","yes","cellular","jul","fri",4,8,1,"success",-1.7,94.215,-40.3,0.822,4991.6,"yes",40079
"11893",38,"admin.","married","high.school","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",11893
"33749",40,"blue-collar","single","basic.9y","no","yes","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",33749
"21941",32,"admin.","single","university.degree","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",21941
"30438",59,"housemaid","married","professional.course","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes",30438
"1419",49,"admin.","married","high.school","no","no","yes","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",1419
"25420",37,"technician","married","professional.course","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",25420
"13596",43,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",13596
"24228",29,"self-employed","single","university.degree","no","no","yes","telephone","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no",24228
"9463",42,"self-employed","married","university.degree","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",9463
"6485",35,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",6485
"4250",54,"technician","married","high.school","no","no","no","telephone","may","tue",12,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",4250
"9221",35,"retired","single","basic.6y","unknown","yes","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",9221
"21826",42,"admin.","single","high.school","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no",21826
